KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,ESLi,ESLs,ESLg
871.01,2.1775,37608,206,112.4222,0.00037,12.940664,0.000033,38.6,2.5,0.2084,0.0044,0.77,0.19,10.9,0.105,531,0.000018,2,,,0.361,0.226,0.286
872.01,4.3863,6150,128,119.68414,0.00099,33.60167,0.00025,50.2,7.4,0.0842,0.0027,0.69,0.33,7.4,0.199,456,0.00002,2,,,0.439,0.317,0.373
873.01,2.2081,334,19,105.2243,0.0038,4.34761,0.00011,15.47,0.73,0.01882,0.00068,0.0167,-,1.3,0.051,866,0.000076,2,,,0.916,0.125,0.339
874.01,2.1926,662,28,102.9798,0.0027,4.601803,0.000083,16.56,0.63,0.02429,0.00071,0.0081,-,2.2,0.053,882,0.00009,2,,,0.759,0.116,0.296
875.01,2.9703,2189,99,103.6225,0.00094,4.220936,0.000027,11.42,0.11,0.04377,0.00034,0.014,0.02,2.2,0.042,607,0.00008,2,,,0.759,0.239,0.426
876.01,1.8643,16531,89,104.89891,0.00077,6.998077,0.000038,21.8,3.6,0.1436,0.0066,0.81,0.28,9.2,0.07,693,0.000019,2,,,0.394,0.144,0.238
877.01,2.2818,1219,32,103.9571,0.0025,5.95487,0.0001,19,78,0.034,0.026,0.4,2.2,2.5,0.055,652,0.000054,2,,,0.721,0.205,0.385
877.02,2.7065,1091,21,114.2249,0.0037,12.03957,0.00034,35.1,1.6,0.0314,0.0011,0.02,0.042,2.3,0.088,516,0.000057,2,,,0.746,0.317,0.486
878.01,4.4967,1255,33,106.8197,0.0039,23.58879,0.00063,19.5,6.9,0.0414,0.0031,0.9,0.31,5.2,0.158,568,0.000081,2,,,0.522,0.232,0.348
880.01,4.0223,1635,40,127.1322,0.0027,26.44302,0.00052,25.1,6.9,0.0466,0.0024,0.89,0.28,4.9,0.176,569,0.000054,2,1,,0.536,0.234,0.354
880.02,6.513,3466,93,107.1236,0.0017,51.52991,0.00041,64.08,0.53,0.05485,0.00041,0.018,0.017,5.8,0.274,456,0.000046,2,1,,0.495,0.332,0.405
880.03,2.8108,638,32,69.7841,0.0029,5.902243,0.000072,12,41,0.026,0.016,0.7,1.6,2.8,0.065,936,-,4,,,0.688,0.098,0.26
880.04,2.2269,228,16,68.0797,0.0048,2.382948,0.000049,5,25,0.019,0.016,0.8,1.5,2,0.035,1275,-,4,,,0.778,0.048,0.193
881.01,3.9739,1693,35,140.6795,0.0029,21.02147,0.00051,41.2,1,0.0387,0.00076,0.0431,-,2.5,0.142,459,0.000085,2,NoObs,,0.721,0.381,0.524
881.02,7.2304,2948,29,140.3562,0.0051,226.8916,0.0062,139,42,0.0598,0.0039,0.84,0.35,3.9,0.693,208,0.000072,2,NoObs,,0.596,0.616,0.606
882.01,1.9042,23209,121,103.69391,0.00049,1.9568099,0.0000067,7.8,2.3,0.1511,0.0015,0.36,0.11,13.6,0.03,1176,0.000036,3,,,0.321,0.045,0.12
883.01,2.1328,33731,333,103.10127,0.00024,2.6888995,0.0000044,11.296,0.052,0.16675,0.00054,0,0.014,10,0.034,829,0.000035,2,,,0.377,0.099,0.194
884.01,2.8824,2809,86,110.1842,0.0011,9.439536,0.000073,24,37,0.05,0.017,0.4,1.3,3,0.082,564,0.000025,2,1,,0.668,0.259,0.416
884.02,3.5113,1879,42,111.6901,0.0021,20.47687,0.00024,53.6,1.2,0.04552,0.0008,0.019,0.03,2.7,0.137,436,0.00003,2,1,,0.699,0.409,0.535
884.03,2.2744,407,19,68.3065,0.0042,3.336241,0.00006,11.74,0.55,0.0207,0.00072,0.0542,-,1.2,0.041,797,-,4,,,0.942,0.151,0.378
886.01,2.1724,1221,25,103.1784,0.0029,8.01281,0.00016,28,256,0.035,0.04,0.4,3.4,2,0.059,488,0.000092,2,NoObs,,0.778,0.322,0.501
887.01,2.5948,573,30,108.3458,0.0029,7.41121,0.00015,22.71,0.76,0.02269,0.00058,0.0059,-,2.3,0.075,867,0.000091,2,,,0.746,0.119,0.298
889.01,2.619,16292,311,102.99117,0.00034,8.884903,0.00002,36.26,0.18,0.11449,0.00035,0.03,0.017,11.7,0.083,754,0.000029,2,,,0.347,0.116,0.201
890.01,4.256,6795,219,109.62331,0.00052,8.09888,0.00003,15.649,0.064,0.07701,0.00026,0,0.01,7.6,0.081,878,0.000013,2,,,0.434,0.094,0.201
891.01,4.9086,839,38,109.9676,0.0033,10.00634,0.00024,14,40,0.028,0.015,0.6,1.7,2.7,0.093,785,0.000021,2,,,0.699,0.141,0.314
892.01,2.8869,1125,31,105.6161,0.003,10.37176,0.00021,24,95,0.033,0.027,0.5,2,2.8,0.09,654,0.000038,2,,,0.688,0.2,0.371
893.01,4.3828,578,25,105.1843,0.0064,4.40845,0.00028,7.85,0.23,0.0233,0.00059,0.0248,-,2.6,0.054,1091,0.000079,3,,,0.71,0.072,0.226
895.01,3.9799,13626,73,104.8936,0.0017,4.409394,0.000052,9.459,0.054,0.1066,0.0011,0.01,-,12.8,0.053,1093,0.000045,2,,,0.331,0.053,0.133
896.01,4.0317,2405,64,108.5683,0.0018,16.2398,0.00021,32.61,0.45,0.04535,0.00052,0.015,0.022,3.9,0.123,578,0.000051,2,,,0.596,0.237,0.376
896.02,3.0443,1216,47,107.0462,0.0022,6.308146,0.000095,16.7,0.36,0.0331,0.00056,0.0237,-,2.8,0.066,789,0.000058,2,,,0.688,0.139,0.31
897.01,2.1494,13798,663,102.88985,0.00014,2.0523497,0.0000019,8.527,0.019,0.10906,0.00015,0.03,0.01,12,0.032,1417,0.000054,2,NoObs,,0.343,0.03,0.102
898.01,2.5752,1798,30,108.7101,0.0026,9.77059,0.00018,31,144,0.041,0.037,0.3,2.4,3,0.074,540,0.000019,2,NoObs,,0.668,0.28,0.433
898.02,2.054,1115,23,105.6293,0.0031,5.16991,0.00011,18,96,0.033,0.032,0.4,2.5,2.4,0.049,664,0.000023,2,NoObs,,0.733,0.199,0.382
898.03,3.3063,1255,17,80.9862,0.0062,20.08923,0.00054,44,278,0.034,0.041,0.4,2.7,2.5,0.12,424,-,4,,,0.721,0.433,0.559
899.01,2.093,791,29,107.3219,0.0023,7.11388,0.00011,24,128,0.028,0.019,0.5,2.4,1.7,0.055,510,0.000087,2,NoObs,,0.83,0.315,0.511
899.02,1.8687,477,25,67.3709,0.0028,3.306569,0.000039,13.34,0.53,0.02123,0.00066,0.0214,-,1.3,0.033,658,-,4,,,0.916,0.215,0.444
899.03,2.4349,726,21,80.3944,0.0037,15.36813,0.00026,35,221,0.029,0.036,0.7,2,1.7,0.091,397,-,4,,,0.83,0.474,0.627
900.01,3.0479,1282,24,105.3395,0.0038,13.81001,0.00056,39.4,1.7,0.0334,0.0011,0.056,0.01,4.3,0.116,798,0.000019,2,,,0.57,0.126,0.268
901.01,1.9512,6298,123,109.93915,0.00052,12.732557,0.000046,53.09,0.54,0.07377,0.00054,0.009,0.02,4.4,0.089,463,0.000016,2,,,0.564,0.341,0.438
902.01,6.9808,7810,90,169.8066,0.0014,83.9042,0.0017,107.2,1.1,0.07978,0.00066,0.005,0.01,5.7,0.324,270,0.000021,2,,,0.499,0.717,0.598
903.01,4.2191,6760,262,106.43312,0.00049,5.007341,0.000017,9.815,0.034,0.07665,0.00021,-,0.01,5.6,0.057,853,0.000063,2,,,0.503,0.105,0.23
904.01,1.8541,563,20,103.1507,0.0031,2.211073,0.000047,7,33,0.027,0.028,0.7,1.8,2.1,0.029,960,0.000029,2,NoObs,,0.773,0.098,0.275
904.02,3.255,1537,20,111.8263,0.0045,27.93886,0.00095,58,299,0.038,0.042,0.6,2.1,3,0.159,410,0.000022,2,NoObs,,0.668,0.443,0.544
905.01,2.4135,1634,51,105.6967,0.0016,5.795111,0.000065,18.83,0.39,0.03715,0.00053,0.029,0.037,2,0.062,698,0.000078,3,NoObs,,0.778,0.169,0.362
906.01,2.5473,803,24,107.1339,0.0033,7.15684,0.00016,18,83,0.031,0.029,0.7,1.7,2.8,0.071,759,0.000041,2,,,0.688,0.15,0.322
907.01,4.1177,886,26,109.117,0.0039,16.51385,0.0007,32.2,1,0.02811,0.00071,0.03,0.052,3.5,0.13,738,0.000085,2,NoObs,,0.625,0.153,0.309
907.02,5.0796,806,21,123.386,0.0058,30.1324,0.002,48.4,1.7,0.02725,0.00087,0.025,0.01,3.4,0.194,604,0.000089,2,NoObs,,0.633,0.224,0.377
907.03,2.9275,164,8.2,69.3138,0.0097,4.79085,0.00021,8,60,0.017,0.021,0.8,2,2.1,0.057,1115,-,4,,,0.773,0.071,0.234
908.01,3.3536,7657,398,104.44572,0.00028,4.7083263,0.0000091,12.227,0.034,0.08075,0.00017,0.0001,-,11.4,0.056,1140,0.000067,2,,,0.352,0.05,0.132
910.01,3.0648,1067,47,104.724,0.002,5.392096,0.000073,14.21,0.28,0.03107,0.00049,0.0403,-,1.9,0.057,696,0.000025,2,,,0.794,0.172,0.37
911.01,2.2475,599,22,104.007,0.0033,4.093609,0.000094,14.8,0.73,0.02338,0.00085,0.0196,-,1.7,0.05,945,0.000045,2,,,0.83,0.097,0.283
912.01,2.8941,1504,24,104.804,0.0036,10.84847,0.00027,28,121,0.037,0.031,0.4,2.3,2.6,0.081,521,0.000077,2,,,0.71,0.305,0.466
913.01,3.2508,17268,1072,102.63655,0.0001,4.0822762,0.0000027,10.784082,0.000007,0.1216,0.0049,0.0002,-,9.1,0.049,902,-,3,,,0.396,0.085,0.184
914.01,3.217,461,23,102.7363,0.0042,3.88667,0.00011,9.85,0.35,0.02162,0.00061,0.0097,-,1.2,0.047,805,0.000048,2,,,0.942,0.148,0.374
916.01,1.7644,1278,67,104.31311,0.00091,3.314908,0.000021,12,23,0.037,0.013,0.7,1.2,3.9,0.044,1112,0.000041,2,,,0.596,0.064,0.196
917.01,2.1878,763,23,106.3562,0.0032,6.71972,0.00015,19,69,0.03,0.02,0.7,1.6,3.2,0.071,932,0.00013,3,,,0.65,0.097,0.251
918.01,6.5105,14377,228,139.58885,0.00095,39.64552,0.00038,51.72,0.2,0.11111,0.00035,0.0034,-,10.6,0.226,463,0.000012,2,,,0.366,0.287,0.324
920.01,2.8954,1010,23,123.4895,0.0038,21.80587,0.0006,53.5,2.1,0.02909,0.0008,0.031,0.084,1.9,0.148,469,0.000039,2,,,0.794,0.35,0.527
921.01,3.5805,1048,29,108.3417,0.0034,10.28175,0.00025,23.15,0.2,0.03071,0.00069,0.023,0.01,2.3,0.089,618,0.000041,2,NoObs,,0.746,0.23,0.414
921.02,4.0886,1498,32,115.6245,0.0036,18.11903,0.00046,36.3,1,0.03581,0.00081,0.026,0.037,2.7,0.13,512,0.000036,2,NoObs,,0.699,0.313,0.467
921.03,1.6334,317,10,66.2771,0.0064,3.78406,0.0001,19,1.7,0.0198,0.0015,0.0153,-,1.5,0.046,860,-,4,,,0.87,0.122,0.326
922.01,2.7126,601,19,104.6377,0.0049,5.15456,0.00017,12,57,0.026,0.024,0.6,2,2.7,0.058,951,0.000053,2,,,0.699,0.096,0.259
923.01,3.4256,1135,40,107.8993,0.0022,5.743325,0.000091,13.24,0.3,0.03148,0.00057,0.015,0.03,2.9,0.064,911,0.00004,2,,,0.678,0.103,0.265
924.01,2.6522,1027,17,106.3084,0.0049,39.4766,0.0014,127,1723,0.03,0.073,0.3,4.1,3.1,0.233,526,0.000033,3,,,0.659,0.292,0.439
926.01,3.3262,1439,75,103.964,0.0017,3.166392,0.000035,7.537,0.037,0.03513,0.00032,0.0107,-,3.4,0.043,1154,0.000023,2,,,0.633,0.061,0.196
928.01,1.8191,437,27,103.8588,0.0022,2.494093,0.000027,12,35,0.023,0.014,0.1,2.1,2.3,0.036,1208,0.000026,3,3,,0.746,0.059,0.209
929.01,4.1458,7116,252,107.63388,0.00064,6.49162,0.000042,12.851,0.047,0.07807,0.00023,0.0007,-,9,0.07,998,0.000015,2,,,0.398,0.069,0.166
931.01,3.2164,15642,806,103.67816,0.00014,3.8556046,0.0000038,10.241915,0.000011,0.1162,0.0075,0.0059,-,8.6,0.048,948,0.00004,2,,,0.407,0.078,0.178
934.01,2.9175,1532,48,106.0083,0.0018,5.826727,0.000073,15,52,0.037,0.024,0.3,2.1,3.2,0.064,889,0.000026,2,,,0.65,0.107,0.264
934.02,3.3818,535,12,75.543,0.0087,12.41208,0.00047,25,247,0.023,0.047,0.5,3.2,2,0.106,691,-,4,,,0.778,0.172,0.366
934.03,3.9208,756,15,80.1226,0.0085,18.74711,0.00068,29,220,0.028,0.042,0.6,2.6,2.4,0.14,601,-,4,,,0.733,0.24,0.419
935.01,5.1637,1790,62,113.0119,0.002,20.85987,0.00029,25,19,0.0426,0.0054,0.64,0.8,3.6,0.152,632,0.000041,2,,,0.617,0.204,0.355
935.02,6.4005,1626,43,74.1845,0.0038,42.6329,0.00069,52.68,0.37,0.03741,0.00055,0.016,0.02,3.2,0.246,496,-,4,,,0.65,0.321,0.457
935.03,8.5789,954,20,67.9393,0.0084,87.6464,0.0036,74,499,0.029,0.04,0.4,2.9,2.5,0.397,391,-,4,,,0.721,0.492,0.595
936.01,2.5574,2042,62,111.4147,0.0012,9.467895,0.000083,31.19,0.49,0.04437,0.00046,0.031,0.039,3.5,0.07,519,0.000017,2,NoObs,,0.625,0.293,0.428
936.02,1.1718,672,45,67.5395,0.0011,0.8930442,0.0000044,6,12,0.026,0.011,0.2,1.7,2,0.014,1161,-,4,,,0.778,0.059,0.215
937.01,4.1031,905,22,109.5797,0.0041,20.83479,0.00058,39.5,1.4,0.02849,0.00085,0.018,0.037,2.3,0.146,530,0.000051,2,,,0.746,0.302,0.475
938.01,3.2072,934,29,104.7015,0.0033,9.94611,0.00022,18,61,0.032,0.021,0.7,1.6,2.9,0.09,719,0.000052,2,,,0.678,0.166,0.336
938.02,1.7854,216,16,66.9239,0.0043,1.0456,0.00002,4.65,0.29,0.01405,0.00074,0.0461,-,1.3,0.02,1525,-,4,,,0.916,0.036,0.183
939.01,2.6119,275,17,103.5282,0.004,3.388069,0.000089,9.74,0.14,0.01682,0.00056,0.018,0.01,1.6,0.045,1099,0.000062,2,NoObs,,0.849,0.072,0.246
940.01,4.7016,1949,187,102.573,0.00073,6.104843,0.00003,10.38695,0.000051,0.041,0.024,0.0004,-,3.5,0.064,816,0.000052,2,,,0.625,0.125,0.28
941.01,3.262,2171,61,107.7862,0.0016,6.581521,0.000076,16.67,0.27,0.04256,0.00051,0.03,0.035,5.4,0.069,904,0.000054,2,NoObs,,0.512,0.094,0.22
941.02,1.8622,586,21,103.6646,0.0034,2.382649,0.000056,8,45,0.027,0.034,0.7,2.1,3.4,0.035,1269,0.000069,2,NoObs,,0.633,0.049,0.177
941.03,3.3174,2417,38,122.0188,0.0028,24.66469,0.00051,45,50,0.052,0.012,0.8,0.75,6.6,0.165,585,0.000048,2,NoObs,,0.465,0.211,0.313
942.01,2.1136,1228,33,107.8585,0.0022,11.51507,0.00018,37,174,0.034,0.035,0.6,2.1,2.5,0.095,582,0.000022,2,,,0.721,0.253,0.427
943.01,2.2705,774,33,104.9918,0.0023,3.601425,0.000058,9,31,0.03,0.02,0.7,1.5,2.2,0.045,887,0.000027,2,NoObs,,0.759,0.114,0.294
944.01,2.2498,1789,89,103.24424,0.00084,3.108254,0.000018,11.23,0.15,0.03893,0.00038,0.023,0.027,3.9,0.041,1080,0.000042,2,,,0.596,0.069,0.202
945.01,5.8083,488,16,121.8574,0.0074,25.8529,0.0014,37.25,0.73,0.02154,0.00081,0.04,0.01,2,0.175,595,0.00007,3,,,0.778,0.227,0.421
945.02,7.1766,695,19,79.35,0.0085,40.7193,0.0016,35,96,0.028,0.015,0.7,1.4,2.6,0.238,510,-,4,,,0.71,0.317,0.474
947.01,3.6722,1550,31,122.9264,0.0025,28.59891,0.00057,49,15,0.03953,0.00093,0.4,0.12,2.7,0.146,353,0.000026,2,NoObs,,0.699,0.566,0.629
949.01,4.0447,1054,35,103.7626,0.003,12.53274,0.00026,24.61,0.57,0.03051,0.0006,0.0129,-,2.5,0.106,670,0.000027,2,,,0.721,0.195,0.375
951.01,3.7463,2150,67,104.545,0.0016,13.19712,0.00014,23,29,0.046,0.012,0.6,1,6,0.108,702,0.000037,2,,,0.487,0.153,0.273
952.01,2.1831,1513,40,104.4075,0.0019,5.901255,0.000076,21.08,0.53,0.03745,0.00067,0.028,0.04,2.3,0.05,575,0.000064,2,NoObs,,0.746,0.262,0.442
952.02,2.298,1271,29,103.6308,0.0026,8.75246,0.00015,20,40,0.038,0.011,0.8,1,2.3,0.065,504,0.000066,2,NoObs,,0.746,0.33,0.496
952.03,3.1143,1749,30,88.2077,0.0029,22.78033,0.00031,57.6,1.7,0.04023,0.00093,0.015,0.033,2.4,0.124,365,-,4,,,0.733,0.549,0.635
952.04,1.6236,355,12,66.6118,0.0051,2.896029,0.000063,14.6,1.4,0.0188,0.0015,0.0155,-,1.1,0.031,730,-,4,,,0.97,0.184,0.422
953.01,2.7191,2545,98,103.4274,0.0011,3.584109,0.000025,10.46,0.11,0.04688,0.00038,0.0058,-,4.4,0.046,1045,0.000025,2,,,0.564,0.072,0.202
954.01,2.9184,735,29,107.5203,0.0029,8.11522,0.00016,20,110,0.027,0.028,0.4,2.6,2.3,0.08,792,0.000028,2,NoObs,,0.746,0.143,0.326
954.02,4.7151,851,19,107.2189,0.0057,36.9254,0.0014,52,300,0.028,0.03,0.5,2.4,2.5,0.219,479,0.000026,2,NoObs,,0.721,0.355,0.506
955.01,3.9934,510,28,108.7269,0.0035,7.03918,0.00018,13,84,0.021,0.024,0.3,2.9,2.3,0.074,975,0.000029,3,,,0.746,0.093,0.264
956.01,2.8217,2027,72,108.6457,0.0012,8.36077,0.000072,21,35,0.044,0.017,0.6,1.3,5.1,0.077,746,0.000013,2,,,0.526,0.14,0.271
960.01,6.182,37221,1062,110.15256,0.0002,15.801109,0.000035,20.85,0.22,0.18276,0.0005,0.46,0.11,13.9,0.12,555,0.000017,2,,,0.317,0.199,0.251
961.01,0.5391,1483,50,103.48288,0.00053,1.2137724,0.0000044,9.3,2.8,0.053,0.0033,0.82,0.25,3.9,0.019,1106,-,3,,1,0.596,0.065,0.197
961.02,0.5518,1181,71,66.86865,0.00041,0.4532882,0.0000009,2.6,0.78,0.19431,0.00081,1.29,0.39,14.4,0.01,1524,-,4,,,0.311,0.025,0.087
961.03,0.7135,905,31,66.7918,0.0011,1.8651126,0.0000091,6.7,2,0.14,0.23,1.2,0.36,10.7,0.025,964,-,4,,,0.364,0.072,0.162
972.01,4.5448,328,134,194.53889,0.0006,13.118925,0.000085,16,14,0.0192,0.0025,0.76,0.74,5.3,0.126,1540,0.0000037,2,,1,0.517,0.029,0.123
974.01,10.3158,151,37,105.9806,0.006,53.5067,0.002,39.95,0.57,0.01176,0.00019,0.012,0.028,1.5,0.289,542,0.000018,2,,,0.87,0.294,0.506
975.01,3.4387,64,37,193.8369,0.0017,2.785755,0.000034,3.4,8.7,0.0089,0.0037,0.8,1,1.1,0.039,1404,0.000013,2,,,0.97,0.046,0.211
976.01,5.7336,22147,137,117.971,0.0011,52.56862,0.00047,62,19,0.1553,0.0015,0.55,0.17,27.5,0.337,757,-,3,,1,0.219,0.096,0.145
977.01,3.5914,1053,42,194.4372,0.0019,1.353659,0.000027,2.95,0.89,0.02656,0.00079,0.051,0.015,0.8,0.014,628,-,3,,1,0.951,0.239,0.477
981.01,3.0023,96,12,194.726,0.0052,3.99942,0.00022,2.9,0.87,0.0132,0.0012,0.96,0.29,5.9,0.055,1928,-,3,,1,0.491,0.017,0.091
984.01,2.8947,661,12,195.0462,0.0047,4.28899,0.00022,7.9,2.4,0.027,0.0021,0.58,0.17,4.4,0.054,1358,-,3,,1,0.564,0.04,0.151
986.01,3.1093,509,19,193.8655,0.0034,8.18758,0.0003,19,157,0.022,0.039,0.4,3.1,1.3,0.077,626,0.000069,2,,,0.916,0.236,0.465
987.01,1.0682,162,13,194.8413,0.0023,3.179301,0.000077,23,165,0.014,0.021,0.6,2.5,1.3,0.042,1041,0.000067,2,,,0.916,0.085,0.28
988.01,3.18,744,9.7,201.0204,0.0038,10.38143,0.00044,11.8,3.5,0.0328,0.0021,0.84,0.25,6.3,0.097,947,0.000056,2,,,0.476,0.083,0.199
991.01,2.3459,275,24,71.2251,0.0035,12.06208,0.00018,29,179,0.018,0.021,0.8,1.8,3.2,0.108,981,-,2,,,0.65,0.087,0.238
992.01,3.9772,383,12,69.4505,0.0098,9.93167,0.00042,18.8,1.2,0.01897,0.00098,0.024,0.014,1.6,0.091,735,-,3,,1,0.849,0.164,0.373
993.01,3.3032,374,14,77.3278,0.0074,21.85242,0.0007,44,418,0.019,0.036,0.5,3.1,1.4,0.152,519,0.000088,3,,1,0.892,0.323,0.537
994.01,2.1635,195,11,65.8649,0.0069,4.29889,0.00013,11.4,3.4,0.0142,0.0011,0.46,0.14,1.5,0.052,1032,0.00011,3,,1,0.87,0.083,0.269
998.01,5.263,85277,564,147.03869,0.00025,161.78801,0.00019,297.87,0.69,0.26748,0.00042,0.001,0.014,25,0.592,308,-,3,,1,0.23,0.443,0.32
999.01,4.0767,1126,23,79.1504,0.0052,16.56815,0.00039,30,215,0.032,0.048,0.4,3,2.9,0.125,583,0.000087,2,,,0.678,0.246,0.408
1001.01,12.8302,125,19,68.321,0.014,20.4024,0.0013,12.28752,0.00076,0.01033,-,-,-,2.6,0.159,1006,0.000081,3,,1,0.71,0.086,0.246
1002.01,1.8181,143,14,65.9865,0.0046,3.481678,0.000066,18.11,0.9,0.01455,0.00054,0.0848,-,1,0.043,842,0.000095,3,,1,1,0.142,0.377
1003.01,7.3074,22962,158,105.2651,0.0014,8.360619,0.000057,9.94,0.06,0.1409,0.00067,0.0047,-,14.1,0.08,766,-,3,,1,0.315,0.108,0.185
1005.01,8.5483,4547,105,130.0317,0.0021,35.61842,0.00039,33.93486,0.00038,0.062,0.043,0.0023,-,6.5,0.208,469,-,4,,,0.468,0.31,0.381
1010.01,18.1142,210,12,78.953,0.036,110.645,0.021,26,48,0.0162,0.0055,0.85,0.86,2.7,0.48,506,-,4,,,0.699,0.319,0.472
1013.01,0.7714,794,62,66.661,0.00064,0.5187505,0.0000015,6.51,0.21,0.02606,0.00049,0.014,0.03,1.6,0.012,1641,-,4,,,0.849,0.029,0.157
1014.01,3.1358,1324,19,75.3548,0.0048,17.31731,0.0004,45,384,0.035,0.061,0.2,3.4,2.7,0.12,502,-,4,,,0.699,0.324,0.475
1015.01,4.4039,509,26,73.1092,0.0052,9.42869,0.00018,16,108,0.021,0.029,0.3,3,2.4,0.091,921,-,4,,,0.733,0.104,0.276
1015.02,3.3973,139,9.6,68.752,0.011,4.08909,0.00017,6,42,0.015,0.02,0.8,1.9,1.6,0.052,1218,-,4,,,0.849,0.057,0.22
1017.01,4.1116,683,26,74.676,0.0046,17.44529,0.00036,23,84,0.027,0.02,0.7,1.6,3,0.133,659,-,4,,,0.668,0.195,0.361
1019.01,2.5586,36,8.2,68.32,0.01,2.49677,0.00011,7.94,0.47,0.00728,0.00041,0.018,-,1.2,0.037,1364,-,4,,,0.942,0.048,0.213
1020.01,6.3051,9573,300,97.06991,0.00072,54.35611,0.0002,42,12,0.1318,0.0024,0.88,0.26,21.9,0.294,580,-,4,,1,0.248,0.167,0.203
1022.01,4.6376,924,14,129.1832,0.008,18.82778,0.00079,32,1.7,0.0289,0.0013,0.025,0.05,2.8,0.139,612,-,4,,,0.688,0.226,0.395
1024.01,1.8696,721,26,66.2982,0.0027,5.747732,0.000065,25.2,1.1,0.02563,0.00082,0.073,-,1.7,0.052,635,-,4,,,0.83,0.212,0.42
1026.01,18.9471,667,19,118.039,0.018,94.1023,0.0097,38.8,1.1,0.02401,0.0008,0.019,0.076,1.8,0.325,242,-,4,,,0.812,0.784,0.798
1029.01,5.595,615,15,66.871,0.011,32.3113,0.0014,47.1,2.3,0.0235,0.001,0.007,0.014,2.5,0.203,558,-,4,,,0.721,0.273,0.443
1030.01,2.848,385,10,71.431,0.009,9.22978,0.00036,24.8,1.5,0.0223,0.0011,0.089,0.01,1.8,0.088,799,-,4,,,0.812,0.134,0.33
1031.01,6.1479,280,8.6,68.978,0.019,14.5563,0.0012,17,146,0.018,0.032,0.4,3.2,2,0.119,728,-,4,,,0.778,0.156,0.348
1032.01,24.0138,3843,87,109.1034,0.0044,615.3,4.3,106,32,0.0764,0.0015,0.86,0.26,26.2,1.558,300,-,4,,1,0.225,0.454,0.319
1050.01,1.5002,321,37,66.3422,0.0016,1.2690943,0.0000089,4,16,0.021,0.015,0.8,1.3,2.3,0.022,1462,-,4,,,0.746,0.038,0.169
1051.01,2.934,395,18,71.1168,0.0054,6.79673,0.00016,19.8,0.93,0.02049,0.00075,0.0435,-,1.7,0.071,841,-,4,,,0.83,0.123,0.32
1052.01,4.3752,503,15,76.3472,0.008,17.0282,0.00058,18,65,0.025,0.017,0.8,1.3,2.6,0.133,719,-,4,,,0.71,0.169,0.346
1053.01,1.686,212,14,66.2102,0.0048,1.224848,0.000025,3,15,0.021,0.018,0.8,1.4,1.9,0.022,1466,-,4,,,0.794,0.036,0.168
1054.01,3.793,202,13,67.384,0.0091,3.32361,0.00013,7.05,0.28,0.01749,0.00055,0.027,0.048,2,0.043,1116,-,4,,,0.778,0.064,0.224
1059.01,1.4113,141,15,66.4557,0.0039,1.022666,0.000017,8.259,0.023,0.01997,0.0004,0.134,-,1.4,0.019,1400,-,4,,,0.892,0.043,0.197
1060.01,5.5786,229,17,73.2117,0.0084,12.10963,0.00045,17.02,0.69,0.01436,0.00053,0.008,0.01,1.5,0.107,856,-,4,,,0.87,0.123,0.327
1060.02,4.86,117,13,70.697,0.01,4.75793,0.00021,5,25,0.011,0.012,0.8,1.6,1.2,0.058,1163,-,4,,,0.942,0.069,0.254
1061.01,5.8923,374,14,75.732,0.01,41.818,0.0021,34,162,0.021,0.019,0.8,1.6,2.3,0.241,520,-,4,,,0.746,0.313,0.483
1072.01,3.6243,428,19,72.112,0.006,10.12804,0.00026,19.22,0.34,0.01809,0.00099,0.467,0.01,2.1,0.094,881,-,4,,,0.773,0.117,0.3
1078.01,1.4965,1203,30,67.8711,0.002,3.353682,0.000029,18.96,0.81,0.0349,0.001,0.0461,-,1.9,0.034,660,-,4,,,0.794,0.191,0.389
1081.01,3.2893,570,24,67.3026,0.0042,9.95693,0.00018,21.7,1.2,0.01779,0.00081,0.052,0.01,1.4,0.092,732,-,4,,,0.892,0.172,0.391
1082.01,2.536,480,12,68.2737,0.0071,6.50318,0.0002,20.98,0.25,0.0227,0.0011,0.0542,-,1.9,0.066,763,-,4,,,0.794,0.144,0.339
1083.01,3.5414,311,14,71.5846,0.0079,7.33679,0.00025,16.4,0.96,0.01694,0.00082,0.032,0.01,1.6,0.075,834,-,4,,,0.849,0.127,0.329
1085.01,1.9381,394,10,72.1556,0.0069,7.71794,0.00023,30.9,4,0.0167,0.0019,0.015,0.01,1.2,0.063,573,-,4,,,0.942,0.283,0.516
1086.01,5.9559,403,17,77.8771,0.0092,27.6625,0.0012,24,93,0.021,0.016,0.8,1.5,2.5,0.184,623,-,4,,,0.721,0.223,0.401
1089.01,10.1641,8028,199,108.5986,0.0011,86.67747,0.00047,70.54,0.26,0.0827,0.00028,0.002,0.022,9.6,0.395,429,-,4,,,0.385,0.332,0.358
1089.02,2.8501,1745,61,73.321,0.0015,12.21822,0.000083,19,12,0.0488,0.006,0.86,0.48,5.7,0.107,824,-,4,,,0.499,0.113,0.237
1094.01,4.7951,780,24,68.5851,0.0056,6.10027,0.00015,9.95,0.32,0.02633,0.00072,0.0201,-,2.4,0.066,893,-,4,,,0.733,0.111,0.285
